ax,ay,az,agx,agy,agz,gx,gy,gz,roll,pitch,yaw
0.01165,-0.05423,-0.02273,-0.65090,-5.77505,-7.89908,0.00444,0.00021,0.01559,-0.08222,0.62969,-0.13952
0.02611,-0.01665,0.00222,-0.65160,-5.77523,-7.89890,0.00338,0.00364,0.01757,-0.08231,0.62971,-0.13934
0.06186,-0.01048,0.00768,-0.65218,-5.77526,-7.89882,0.00024,0.00921,0.02095,-0.08238,0.62971,-0.13912
0.06159,0.01058,0.02988,-0.65281,-5.77492,-7.89902,-0.00521,0.00532,0.02812,-0.08246,0.62967,-0.13882
0.05129,0.04241,0.05225,-0.65433,-5.77383,-7.89969,-0.01551,-0.00113,0.03151,-0.08264,0.62953,-0.13845
0.02626,0.06585,0.05665,-0.65639,-5.77228,-7.90065,-0.02157,-0.00088,0.03456,-0.08289,0.62934,-0.13805
-0.04532,0.07004,0.04749,-0.65813,-5.77049,-7.90182,-0.01898,0.00510,0.03252,-0.08310,0.62911,-0.13767
-0.11997,0.08041,0.02752,-0.65949,-5.76858,-7.90309,-0.02319,0.00833,0.02968,-0.08325,0.62887,-0.13730
-0.11929,0.06941,-0.00232,-0.66047,-5.76672,-7.90438,-0.01799,0.00632,0.02692,-0.08336,0.62864,-0.13698
-0.15227,0.05913,-0.03575,-0.66146,-5.76586,-7.90492,-0.00076,0.00297,0.01887,-0.08348,0.62853,-0.13671
-0.15474,0.09162,-0.06596,-0.66258,-5.76633,-7.90448,0.01055,-0.00402,0.01666,-0.08363,0.62859,-0.13647
-0.12573,0.08393,-0.02863,-0.66376,-5.76732,-7.90366,0.01484,-0.00253,0.01643,-0.08378,0.62871,-0.13625
-0.12931,0.05097,0.02641,-0.66466,-5.76848,-7.90274,0.01683,-0.00232,0.01306,-0.08391,0.62886,-0.13606
-0.16182,0.06258,0.08145,-0.66537,-5.76946,-7.90196,0.00813,-0.00229,0.00671,-0.08401,0.62898,-0.13592
-0.14682,0.11125,0.14797,-0.66587,-5.76950,-7.90189,-0.00501,-0.00952,-0.00188,-0.08407,0.62899,-0.13589
-0.10194,0.11047,0.15078,-0.66675,-5.76842,-7.90260,-0.02006,-0.01152,0.00082,-0.08417,0.62885,-0.13592
-0.08779,0.11687,0.11538,-0.66728,-5.76703,-7.90357,-0.01343,-0.00401,-0.00590,-0.08423,0.62868,-0.13597
-0.08933,0.10486,0.05322,-0.66679,-5.76595,-7.90441,-0.01133,0.00570,-0.01080,-0.08416,0.62854,-0.13608
-0.05782,0.09931,0.01423,-0.66552,-5.76519,-7.90507,-0.00573,0.00978,-0.01469,-0.08399,0.62844,-0.13625
-0.00166,0.07057,0.00406,-0.66423,-5.76532,-7.90508,0.00842,0.00425,-0.01323,-0.08383,0.62846,-0.13642
0.06108,0.05962,-0.01262,-0.66382,-5.76650,-7.90426,0.02133,-0.00280,-0.00602,-0.08379,0.62861,-0.13650
0.06256,0.00543,0.02707,-0.66396,-5.76828,-7.90294,0.02242,-0.00415,-0.00262,-0.08382,0.62883,-0.13652
0.01285,-0.02251,0.09148,-0.66407,-5.76981,-7.90181,0.01152,0.00165,-0.00093,-0.08384,0.62903,-0.13652
-0.03605,-0.03737,0.15268,-0.66365,-5.77007,-7.90166,-0.00594,0.00236,-0.00715,-0.08379,0.62906,-0.13654
-0.09742,-0.06473,0.17792,-0.66334,-5.76874,-7.90266,-0.02869,-0.00702,-0.01131,-0.08374,0.62889,-0.13667
-0.07348,-0.06041,0.15945,-0.66318,-5.76618,-7.90454,-0.03690,-0.00163,-0.01042,-0.08370,0.62857,-0.13684
-0.02451,-0.03350,0.07257,-0.66233,-5.76331,-7.90670,-0.03806,0.01245,-0.00895,-0.08357,0.62821,-0.13700
0.06757,-0.05009,-0.07011,-0.65924,-5.75884,-7.91022,-0.01541,0.01285,-0.00329,-0.08315,0.62764,-0.13717
0.03171,-0.07275,-0.01927,-0.66079,-5.76058,-7.90882,-0.03036,0.01978,-0.00514,-0.08336,0.62786,-0.13711
0.03297,-0.02239,-0.08713,-0.65906,-5.75841,-7.91055,0.00262,-0.00939,-0.00213,-0.08312,0.62759,-0.13719
-0.03262,0.01983,-0.11176,-0.66020,-5.75963,-7.90956,0.02682,-0.02266,-0.00814,-0.08328,0.62774,-0.13723
-0.10535,0.07493,-0.10630,-0.66109,-5.76250,-7.90740,0.04091,-0.01947,-0.02189,-0.08341,0.62810,-0.13736
-0.19183,0.08868,-0.06735,-0.66080,-5.76639,-7.90459,0.04914,-0.01423,-0.03340,-0.08340,0.62859,-0.13763
-0.22371,0.12748,-0.02496,-0.65915,-5.77061,-7.90164,0.04868,-0.00155,-0.04471,-0.08323,0.62913,-0.13807
-0.19046,0.14575,0.00204,-0.65559,-5.77482,-7.89886,0.04842,0.04037,-0.02785,-0.08281,0.62966,-0.13852
2.93065,-0.46008,0.16463,-0.66678,-5.77547,-7.89745,0.01714,-0.10953,0.27431,-0.08423,0.62974,-0.13582
1.00493,-1.18302,0.29035,-0.68859,-5.77738,-7.89418,0.04751,-0.19464,0.10111,-0.08701,0.62998,-0.13385
-1.10017,0.58116,0.30816,-0.70716,-5.77718,-7.89269,-0.03365,-0.07815,0.10425,-0.08936,0.62996,-0.13231
-0.54686,0.18242,0.67234,-0.70740,-5.77229,-7.89625,-0.07862,0.13315,-0.01803,-0.08935,0.62934,-0.13196
-1.17980,0.08884,0.10426,-0.69156,-5.76609,-7.90217,-0.07956,0.17477,-0.04506,-0.08729,0.62856,-0.13243
-0.55910,0.37124,0.03278,-0.68050,-5.76118,-7.90671,-0.04900,0.03744,-0.05163,-0.08585,0.62794,-0.13310
-0.31936,0.31902,-0.22164,-0.67783,-5.75970,-7.90802,0.00028,-0.03148,-0.04121,-0.08550,0.62775,-0.13375
-0.01015,0.12421,-0.39788,-0.67968,-5.76046,-7.90730,0.01020,-0.03100,0.00512,-0.08575,0.62785,-0.13397
0.12458,0.15353,-0.24729,-0.68138,-5.76060,-7.90706,-0.00359,0.01301,0.02655,-0.08596,0.62786,-0.13375
-0.06727,0.09520,-0.21749,-0.68152,-5.75973,-7.90768,-0.01188,0.01777,0.03200,-0.08597,0.62775,-0.13338
-0.23208,0.06134,-0.14725,-0.68310,-5.75864,-7.90834,-0.01393,-0.01531,0.01953,-0.08616,0.62762,-0.13305
-0.32177,0.08359,-0.10191,-0.68574,-5.75770,-7.90879,-0.01030,-0.03036,0.00224,-0.08649,0.62750,-0.13292
-0.28341,0.00238,-0.12046,-0.68669,-5.75759,-7.90879,0.00617,-0.00444,-0.01771,-0.08661,0.62749,-0.13303
-0.14714,-0.04040,-0.13230,-0.68454,-5.75910,-7.90788,0.02829,0.02321,-0.02202,-0.08635,0.62768,-0.13326
0.03156,-0.06845,-0.11952,-0.68129,-5.76248,-7.90570,0.05108,0.02058,-0.02794,-0.08596,0.62810,-0.13353
0.12902,-0.05726,-0.03174,-0.67923,-5.76753,-7.90219,0.06915,-0.00656,-0.02302,-0.08574,0.62874,-0.13378
0.15228,-0.04975,0.08210,-0.67886,-5.77295,-7.89827,0.06440,-0.02171,-0.02312,-0.08574,0.62942,-0.13401
0.12537,-0.00449,0.18337,-0.67918,-5.77766,-7.89479,0.04793,-0.02016,-0.02264,-0.08582,0.63002,-0.13425
0.13254,-0.00557,0.27059,-0.67902,-5.78076,-7.89253,0.02743,-0.00699,-0.01989,-0.08582,0.63041,-0.13447
0.13518,-0.01119,0.28981,-0.67837,-5.78218,-7.89155,0.00971,0.00065,-0.01255,-0.08575,0.63059,-0.13463
0.17262,0.01377,0.24380,-0.67779,-5.78215,-7.89163,-0.00896,0.00357,0.00191,-0.08568,0.63058,-0.13470
0.13844,0.01817,0.18004,-0.67758,-5.78117,-7.89236,-0.01482,0.01279,0.00996,-0.08564,0.63046,-0.13463
0.07458,0.02528,0.14895,-0.67717,-5.77974,-7.89344,-0.01750,0.01371,0.01605,-0.08558,0.63028,-0.13448
-0.05698,0.04704,0.11409,-0.67714,-5.77831,-7.89449,-0.01879,0.00197,0.00746,-0.08556,0.63010,-0.13435
-0.15257,0.05515,0.08362,-0.67762,-5.77714,-7.89530,-0.01130,-0.00934,-0.00301,-0.08562,0.62995,-0.13434
-0.19181,0.05189,0.06374,-0.67788,-5.77628,-7.89592,-0.01364,-0.00732,-0.01164,-0.08564,0.62984,-0.13444
-0.15988,0.03763,0.03290,-0.67734,-5.77533,-7.89665,-0.01211,0.00072,-0.01462,-0.08557,0.62972,-0.13461
-0.12134,0.02368,0.00380,-0.67608,-5.77455,-7.89733,-0.01096,0.00736,-0.01617,-0.08540,0.62962,-0.13481
-0.12181,0.02441,-0.02632,-0.67441,-5.77379,-7.89803,-0.01277,0.00547,-0.01741,-0.08518,0.62953,-0.13505
-0.06279,0.00455,-0.07018,-0.67313,-5.77293,-7.89877,-0.01432,0.00316,-0.01278,-0.08501,0.62942,-0.13525
0.02255,-0.01650,-0.10324,-0.67198,-5.77223,-7.89938,-0.00537,0.00920,-0.00537,-0.08486,0.62933,-0.13539
0.04646,0.00268,-0.11475,-0.67120,-5.77211,-7.89954,0.00105,0.00977,-0.00079,-0.08476,0.62931,-0.13541
0.02258,0.03387,-0.11575,-0.67096,-5.77247,-7.89929,0.00713,-0.00091,0.00616,-0.08474,0.62936,-0.13537
0.01306,0.02457,-0.10361,-0.67162,-5.77319,-7.89871,0.01431,-0.00610,0.00362,-0.08482,0.62945,-0.13530
-0.06502,0.01168,-0.06711,-0.67254,-5.77453,-7.89765,0.02024,-0.01053,-0.00487,-0.08495,0.62962,-0.13526
-0.13218,0.04029,-0.04590,-0.67317,-5.77635,-7.89627,0.02377,-0.01132,-0.01009,-0.08505,0.62985,-0.13531
-0.14553,0.03595,-0.00961,-0.67314,-5.77830,-7.89484,0.02357,-0.00602,-0.01789,-0.08506,0.63010,-0.13546
-0.12124,0.02385,0.00434,-0.67214,-5.78041,-7.89338,0.02690,-0.00081,-0.02339,-0.08495,0.63036,-0.13570
-0.10348,0.01495,-0.00707,-0.67015,-5.78273,-7.89185,0.02901,0.00769,-0.03094,-0.08471,0.63066,-0.13602
-0.06535,0.02265,-0.01205,-0.66697,-5.78519,-7.89031,0.02549,0.04159,-0.03060,-0.08433,0.63097,-0.13637
0.00137,0.02233,0.07820,-0.66023,-5.78697,-7.88958,0.01540,0.07273,-0.02957,-0.08349,0.63119,-0.13674
0.08917,-0.00822,0.13545,-0.65420,-5.78814,-7.88922,0.01009,0.04078,-0.01386,-0.08273,0.63134,-0.13699
0.21790,-0.01533,0.14270,-0.65290,-5.78881,-7.88884,0.00703,-0.01202,0.00156,-0.08257,0.63142,-0.13704
0.21071,-0.04005,0.15370,-0.65544,-5.78923,-7.88832,0.00366,-0.03118,0.01702,-0.08290,0.63148,-0.13690
0.14094,-0.06897,0.13518,-0.65898,-5.78919,-7.88805,-0.00236,-0.01969,0.02596,-0.08335,0.63147,-0.13661
0.02911,-0.06400,0.18154,-0.66148,-5.78833,-7.88848,-0.01752,-0.00333,0.02268,-0.08366,0.63136,-0.13630
-0.08640,-0.02864,0.19810,-0.66224,-5.78628,-7.88992,-0.03196,0.01333,0.01811,-0.08374,0.63110,-0.13607
-0.09808,-0.04092,0.15919,-0.66178,-5.78328,-7.89216,-0.03959,0.02098,0.01219,-0.08366,0.63072,-0.13591
-0.06609,-0.04023,0.12610,-0.66040,-5.77978,-7.89483,-0.04679,0.02684,0.00735,-0.08346,0.63028,-0.13585
0.00556,-0.03838,0.06404,-0.65917,-5.77639,-7.89742,-0.03707,0.01826,0.01141,-0.08327,0.62986,-0.13577
0.04967,-0.02294,-0.01643,-0.65885,-5.77372,-7.89939,-0.03007,0.01284,0.02214,-0.08321,0.62952,-0.13562
0.09386,-0.00477,-0.03619,-0.65919,-5.77185,-7.90074,-0.01505,0.01133,0.02861,-0.08324,0.62928,-0.13536
0.06015,0.01467,-0.03743,-0.66004,-5.77078,-7.90145,-0.01139,0.00896,0.03323,-0.08334,0.62915,-0.13500
0.00833,0.03418,-0.03577,-0.66135,-5.76979,-7.90206,-0.00848,0.00552,0.03559,-0.08350,0.62902,-0.13458
-0.03564,0.06514,-0.00135,-0.66302,-5.76857,-7.90281,-0.01612,0.00454,0.03571,-0.08370,0.62887,-0.13414
-0.07290,0.07654,-0.01118,-0.66452,-5.76711,-7.90375,-0.01794,0.00537,0.02785,-0.08388,0.62868,-0.13378
-0.11587,0.08341,-0.03041,-0.66554,-5.76545,-7.90487,-0.02216,0.00147,0.01554,-0.08400,0.62848,-0.13354
-0.12991,0.08512,-0.07058,-0.66631,-5.76402,-7.90585,-0.01426,-0.00023,0.00818,-0.08408,0.62830,-0.13340
-0.15157,0.09486,-0.09461,-0.66635,-5.76373,-7.90606,0.00549,0.00321,-0.00090,-0.08408,0.62826,-0.13339
-0.15542,0.08419,-0.11063,-0.66534,-5.76489,-7.90530,0.02370,0.00900,-0.01137,-0.08397,0.62840,-0.13347
-0.11733,0.11056,-0.09288,-0.66408,-5.76716,-7.90375,0.03080,0.00478,-0.01231,-0.08382,0.62869,-0.13358
-0.07729,0.08311,-0.04172,-0.66327,-5.76993,-7.90179,0.03903,0.00288,-0.00714,-0.08374,0.62904,-0.13368
-0.01846,0.04154,-0.00639,-0.66299,-5.77281,-7.89971,0.03311,-0.00103,-0.00131,-0.08373,0.62940,-0.13368
0.00911,0.01275,0.07875,-0.66362,-5.77499,-7.89807,0.02015,-0.00879,0.00773,-0.08383,0.62968,-0.13359
-0.02901,0.00888,0.14898,-0.66531,-5.77576,-7.89736,0.00005,-0.01476,0.00913,-0.08405,0.62978,-0.13345
-0.12338,0.02726,0.17063,-0.66716,-5.77499,-7.89777,-0.01734,-0.01249,0.00251,-0.08427,0.62968,-0.13335
-0.15992,0.02793,0.13127,-0.66757,-5.77312,-7.89910,-0.02804,0.00534,-0.00403,-0.08431,0.62944,-0.13339
-0.15137,0.02047,0.08164,-0.66625,-5.77075,-7.90095,-0.02978,0.01836,-0.01323,-0.08413,0.62914,-0.13350
-0.09028,0.03083,0.04204,-0.66389,-5.76868,-7.90265,-0.02041,0.01757,-0.01348,-0.08381,0.62888,-0.13370
0.02335,0.03413,-0.03362,-0.66201,-5.76780,-7.90346,-0.00445,0.00947,-0.01104,-0.08357,0.62877,-0.13386
0.06919,0.04804,-0.01987,-0.66146,-5.76809,-7.90329,0.01138,-0.00560,-0.00583,-0.08350,0.62881,-0.13396
0.07350,0.06947,0.00024,-0.66202,-5.76917,-7.90246,0.01528,-0.01117,-0.00347,-0.08358,0.62894,-0.13400
0.00598,0.02924,0.07032,-0.66259,-5.77069,-7.90130,0.01959,-0.00752,-0.00472,-0.08366,0.62914,-0.13402
-0.03448,0.01856,0.12636,-0.66238,-5.77183,-7.90048,0.00428,0.00879,-0.00953,-0.08364,0.62928,-0.13408
-0.03243,0.00350,0.15747,-0.66114,-5.77158,-7.90077,-0.01336,0.01359,-0.00720,-0.08349,0.62925,-0.13416
-0.02339,-0.01341,0.17117,-0.65971,-5.76979,-7.90220,-0.03085,0.01370,0.00009,-0.08329,0.62902,-0.13424
0.01861,-0.05057,0.14888,-0.65861,-5.76704,-7.90429,-0.03816,0.01642,0.00016,-0.08313,0.62868,-0.13427
0.00066,-0.06977,0.09065,-0.65757,-5.76370,-7.90682,-0.04555,0.01466,0.00389,-0.08297,0.62826,-0.13428
-0.00809,-0.05860,0.01941,-0.65720,-5.76006,-7.90950,-0.04213,0.00411,0.00708,-0.08290,0.62780,-0.13426
-0.01482,-0.03135,-0.05851,-0.65750,-5.75708,-7.91164,-0.02946,-0.00079,0.00630,-0.08291,0.62742,-0.13420
-0.02509,0.01956,-0.12037,-0.65800,-5.75547,-7.91277,-0.01130,-0.00179,0.00616,-0.08297,0.62722,-0.13415
-0.04418,0.02802,-0.13634,-0.65837,-5.75495,-7.91312,-0.00107,0.00085,0.00333,-0.08301,0.62715,-0.13409
-0.05209,0.04473,-0.10924,-0.65839,-5.75535,-7.91283,0.01058,0.00325,0.00294,-0.08301,0.62720,-0.13406
-0.02064,0.05354,-0.09230,-0.65842,-5.75653,-7.91197,0.02012,0.00176,0.00567,-0.08303,0.62735,-0.13398
-0.01381,0.05617,-0.09011,-0.65881,-5.75841,-7.91056,0.02620,-0.00725,0.00438,-0.08309,0.62759,-0.13390
-0.05470,0.03745,-0.04200,-0.65952,-5.76049,-7.90900,0.02475,-0.00414,0.00181,-0.08320,0.62785,-0.13383
-0.09093,0.04073,0.00465,-0.65965,-5.76257,-7.90746,0.02502,-0.00009,-0.00259,-0.08323,0.62811,-0.13382
-0.07029,0.04664,0.00922,-0.65905,-5.76459,-7.90604,0.02351,0.01335,-0.00125,-0.08317,0.62837,-0.13383
-0.02600,0.05092,0.03859,-0.65770,-5.76632,-7.90489,0.02102,0.02032,0.00139,-0.08301,0.62859,-0.13380
-0.04039,0.05359,0.07709,-0.65677,-5.76780,-7.90389,0.01690,0.00640,0.00444,-0.08290,0.62877,-0.13373
-0.09859,0.07821,0.10803,-0.65693,-5.76908,-7.90295,0.01562,-0.01129,-0.00402,-0.08293,0.62893,-0.13372
-0.15583,0.09798,0.13160,-0.65745,-5.77014,-7.90213,0.01176,-0.01501,-0.01251,-0.08301,0.62907,-0.13381
-0.20935,0.10009,0.10975,-0.65705,-5.77121,-7.90138,0.01455,-0.00100,-0.02516,-0.08297,0.62920,-0.13403
-0.23910,0.13105,0.09191,-0.65469,-5.77254,-7.90060,0.01529,0.01162,-0.04236,-0.08268,0.62937,-0.13442
-0.25538,0.16008,0.08291,-0.65083,-5.77403,-7.89983,0.01509,0.01144,-0.05637,-0.08220,0.62956,-0.13501
-0.23457,0.16859,0.03431,-0.64874,-5.77566,-7.89881,0.01783,-0.01813,-0.00569,-0.08195,0.62976,-0.13558
3.76340,-0.63532,0.07391,-0.66994,-5.77516,-7.89741,0.03093,-0.24387,0.25575,-0.08463,0.62970,-0.13276
0.41014,-1.07991,0.06956,-0.69699,-5.77933,-7.89202,0.07891,-0.21516,0.09497,-0.08809,0.63023,-0.13100
-0.97789,0.53821,0.29459,-0.71166,-5.78167,-7.88900,-0.01133,-0.01707,0.04822,-0.08997,0.63052,-0.12981
-0.95565,0.15679,0.76301,-0.70368,-5.77808,-7.89234,-0.07710,0.17402,-0.08983,-0.08893,0.63007,-0.13026
-1.42946,0.15692,0.19178,-0.68178,-5.77282,-7.89811,-0.07078,0.18773,-0.12404,-0.08611,0.62940,-0.13168
-0.43528,0.35261,-0.02384,-0.66441,-5.76950,-7.90202,-0.02726,0.09790,-0.09493,-0.08388,0.62899,-0.13311
0.05592,0.22533,-0.30629,-0.65462,-5.76971,-7.90268,0.01488,0.03570,-0.05585,-0.08265,0.62901,-0.13407
0.21164,0.06264,-0.28930,-0.65247,-5.77086,-7.90201,0.00408,-0.01897,0.00320,-0.08238,0.62916,-0.13437
0.13491,0.18440,-0.05945,-0.65580,-5.77007,-7.90231,-0.01848,-0.03905,0.02270,-0.08280,0.62906,-0.13420
-0.12990,0.15487,-0.06246,-0.66094,-5.76807,-7.90335,-0.02984,-0.05058,0.03152,-0.08343,0.62881,-0.13386
-0.21952,0.06132,-0.08930,-0.66693,-5.76520,-7.90494,-0.03739,-0.05525,0.02766,-0.08417,0.62844,-0.13352
-0.23494,0.03988,-0.13304,-0.67231,-5.76218,-7.90669,-0.03203,-0.04718,0.01357,-0.08483,0.62806,-0.13330
-0.25726,-0.05896,-0.22230,-0.67528,-5.76030,-7.90780,-0.01320,-0.02063,-0.00972,-0.08519,0.62783,-0.13330
-0.18495,-0.13785,-0.25627,-0.67472,-5.76057,-7.90765,0.01241,0.01127,-0.02548,-0.08512,0.62786,-0.13350
-0.04026,-0.17063,-0.21195,-0.67112,-5.76280,-7.90633,0.03667,0.03078,-0.03807,-0.08468,0.62814,-0.13387
0.11491,-0.20099,-0.10304,-0.66633,-5.76626,-7.90422,0.04392,0.03120,-0.03711,-0.08410,0.62858,-0.13430
0.22840,-0.15823,0.02116,-0.66265,-5.76997,-7.90182,0.04279,0.01308,-0.03131,-0.08366,0.62905,-0.13466
0.25683,-0.10394,0.13595,-0.66070,-5.77323,-7.89960,0.03262,-0.00144,-0.02222,-0.08344,0.62946,-0.13495
0.23972,-0.04318,0.21823,-0.66005,-5.77518,-7.89823,0.01320,-0.00256,-0.01079,-0.08338,0.62970,-0.13513
0.23172,0.00473,0.25147,-0.65923,-5.77566,-7.89795,-0.00170,0.01297,0.00025,-0.08328,0.62976,-0.13520
0.16983,0.05540,0.25888,-0.65810,-5.77485,-7.89863,-0.01702,0.01567,0.00736,-0.08313,0.62966,-0.13516
0.09383,0.10777,0.21240,-0.65751,-5.77320,-7.89989,-0.02292,0.01605,0.01473,-0.08304,0.62945,-0.13503
-0.00880,0.13180,0.12853,-0.65769,-5.77164,-7.90101,-0.01437,0.00664,0.01776,-0.08305,0.62926,-0.13483
-0.08206,0.12788,0.07204,-0.65835,-5.77086,-7.90153,-0.00474,0.00128,0.01698,-0.08313,0.62916,-0.13462
-0.14131,0.11772,0.04344,-0.65925,-5.77058,-7.90166,-0.00344,-0.00809,0.01272,-0.08324,0.62912,-0.13446
-0.19042,0.07228,0.02694,-0.66057,-5.77048,-7.90162,-0.00166,-0.01450,0.00382,-0.08341,0.62911,-0.13437
-0.19306,0.03147,0.01278,-0.66137,-5.77053,-7.90152,-0.00039,-0.00924,-0.00497,-0.08351,0.62912,-0.13439
-0.16955,-0.01019,-0.02675,-0.66139,-5.77076,-7.90134,0.00228,-0.00460,-0.01063,-0.08351,0.62915,-0.13449
-0.10758,-0.04669,-0.07226,-0.66066,-5.77108,-7.90118,0.00189,0.00253,-0.01252,-0.08342,0.62918,-0.13463
-0.04174,-0.03724,-0.09598,-0.66006,-5.77124,-7.90110,0.00096,-0.00460,-0.00762,-0.08335,0.62921,-0.13476
-0.00665,-0.02429,-0.13759,-0.66043,-5.77163,-7.90079,0.00820,-0.01161,-0.00002,-0.08340,0.62925,-0.13480
-0.02782,0.00923,-0.14699,-0.66126,-5.77252,-7.90007,0.01761,-0.01040,0.00148,-0.08351,0.62937,-0.13478
-0.02882,0.01745,-0.11177,-0.66191,-5.77401,-7.89893,0.01779,-0.00438,0.00119,-0.08360,0.62956,-0.13475
-0.04718,0.03420,-0.06307,-0.66241,-5.77550,-7.89780,0.01830,-0.00497,0.00258,-0.08368,0.62974,-0.13470
-0.03632,0.04099,0.01110,-0.66324,-5.77690,-7.89670,0.01561,-0.00761,0.00099,-0.08379,0.62992,-0.13464
-0.04117,0.02997,0.04224,-0.66392,-5.77844,-7.89552,0.02172,-0.00886,-0.00307,-0.08389,0.63011,-0.13462
-0.03919,0.04493,0.09937,-0.66411,-5.78009,-7.89429,0.01877,-0.00141,-0.00936,-0.08393,0.63032,-0.13466
-0.06202,0.02490,0.13270,-0.66342,-5.78146,-7.89335,0.01240,0.00344,-0.01576,-0.08385,0.63049,-0.13480
-0.06023,0.01673,0.12151,-0.66177,-5.78242,-7.89279,0.00859,0.01359,-0.02056,-0.08365,0.63062,-0.13502
-0.03940,0.02884,0.09995,-0.65896,-5.78316,-7.89248,0.00968,0.02474,-0.02154,-0.08330,0.63071,-0.13528
-0.03039,0.01457,0.04108,-0.65555,-5.78384,-7.89226,0.00671,0.02374,-0.02266,-0.08287,0.63080,-0.13556
0.00452,0.02001,0.01089,-0.65290,-5.78450,-7.89200,0.00808,0.01079,-0.02144,-0.08254,0.63088,-0.13583
0.01500,0.00428,-0.01933,-0.65141,-5.78568,-7.89126,0.01642,-0.00094,-0.01595,-0.08236,0.63103,-0.13605
0.00581,0.01774,-0.03007,-0.65090,-5.78732,-7.89010,0.02120,0.00014,-0.01077,-0.08231,0.63123,-0.13619
0.00594,0.01498,0.01896,-0.64923,-5.78860,-7.88930,0.01143,0.02652,-0.00655,-0.08211,0.63140,-0.13629
-0.01297,0.00693,0.09685,-0.64708,-5.78893,-7.88923,-0.00499,0.02043,-0.00010,-0.08184,0.63144,-0.13630
-0.03289,-0.00249,0.12855,-0.64677,-5.78819,-7.88980,-0.01395,-0.01534,-0.00192,-0.08179,0.63134,-0.13632
-0.07525,0.03588,0.11619,-0.64839,-5.78690,-7.89061,-0.01822,-0.02158,-0.00340,-0.08199,0.63118,-0.13636
-0.07262,0.03811,0.08922,-0.64908,-5.78524,-7.89177,-0.02558,0.00222,-0.00663,-0.08206,0.63097,-0.13645
-0.07863,0.04220,0.03258,-0.64742,-5.78349,-7.89319,-0.02281,0.02637,-0.01027,-0.08184,0.63075,-0.13659
-0.02433,0.03629,-0.00300,-0.64500,-5.78208,-7.89443,-0.01429,0.02482,-0.00684,-0.08152,0.63057,-0.13670
0.04698,0.03035,-0.03948,-0.64358,-5.78137,-7.89506,-0.00212,0.00263,-0.00381,-0.08134,0.63048,-0.13677
0.06669,0.01477,-0.02530,-0.64385,-5.78181,-7.89472,0.01278,-0.01015,0.00027,-0.08137,0.63054,-0.13680
0.06709,0.02008,0.01233,-0.64484,-5.78323,-7.89360,0.01872,-0.01270,0.00072,-0.08151,0.63072,-0.13677
0.01386,0.00161,0.07372,-0.64578,-5.78450,-7.89258,0.01327,-0.00996,-0.00036,-0.08164,0.63088,-0.13676
-0.01393,-0.02565,0.13868,-0.64642,-5.78523,-7.89200,0.00397,-0.00384,0.00021,-0.08173,0.63097,-0.13675
-0.00919,-0.01633,0.13161,-0.64652,-5.78527,-7.89196,-0.00337,0.00565,0.00336,-0.08174,0.63098,-0.13671
0.02378,-0.01850,0.09953,-0.64642,-5.78475,-7.89235,-0.00954,0.00516,0.00813,-0.08172,0.63091,-0.13664
0.02882,-0.03461,0.08270,-0.64652,-5.78360,-7.89319,-0.01742,0.00256,0.00892,-0.08173,0.63076,-0.13655
-0.00453,-0.02266,0.03517,-0.64669,-5.78208,-7.89429,-0.01789,0.00387,0.01229,-0.08174,0.63057,-0.13644
0.02500,-0.01547,-0.00265,-0.64720,-5.78074,-7.89522,-0.01450,0.00284,0.01470,-0.08179,0.63040,-0.13629
-0.02235,-0.02940,-0.02205,-0.64772,-5.77938,-7.89618,-0.01687,0.00554,0.01630,-0.08185,0.63023,-0.13611
-0.03752,-0.01443,-0.00492,-0.64797,-5.77804,-7.89714,-0.01594,0.01250,0.01580,-0.08187,0.63006,-0.13592
-0.05613,0.01843,-0.02329,-0.64777,-5.77678,-7.89807,-0.01455,0.01547,0.01370,-0.08183,0.62990,-0.13574
-0.04373,0.00806,-0.02516,-0.64744,-5.77569,-7.89890,-0.01145,0.01112,0.01524,-0.08178,0.62977,-0.13557
-0.05602,0.02920,-0.02676,-0.64772,-5.77498,-7.89939,-0.00509,0.00295,0.01305,-0.08181,0.62968,-0.13540
-0.06132,0.08002,-0.02552,-0.64857,-5.77463,-7.89958,-0.00341,-0.00546,0.01057,-0.08192,0.62963,-0.13525
-0.04475,0.08344,-0.03526,-0.64987,-5.77491,-7.89927,0.00636,-0.00906,0.00899,-0.08208,0.62967,-0.13512
-0.06800,0.09346,-0.02927,-0.65100,-5.77580,-7.89853,0.01636,-0.00809,0.00158,-0.08224,0.62978,-0.13503
-0.08805,0.08155,-0.02690,-0.65146,-5.77721,-7.89746,0.01869,0.00098,0.00387,-0.08230,0.62996,-0.13498
-0.05857,0.06264,-0.01373,-0.65146,-5.77864,-7.89641,0.01498,0.00424,0.00500,-0.08231,0.63014,-0.13491
-0.05120,0.03619,0.02561,-0.65150,-5.77988,-7.89550,0.01364,0.00274,0.00443,-0.08233,0.63030,-0.13484
-0.02521,0.03956,0.04584,-0.65205,-5.78101,-7.89463,0.01580,-0.00587,0.00612,-0.08241,0.63044,-0.13476
-0.04152,0.04419,0.04694,-0.65310,-5.78204,-7.89378,0.01230,-0.00918,0.00632,-0.08255,0.63057,-0.13467
